Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Population,GDP,Energy Consumption,Energy Exports,Energy Imports,CO2 Emissions,Renewable Energy Jobs,Government Policies,R&D Expenditure,Renewable Energy Targets,Average Annual Temperature,Annual Rainfall,Solar Irradiance,Wind Speed,Hydro Potential,Biomass Availability,Electricity Prices,Energy Subsidies
Germany,2016,Solar,78694.06672,28881.67566,617372647.7,1494059848,3.21698E+13,817225.0289,83022.7506,19545.89188,244650.9983,497256,0,4243212108,0,16.7559965,439.2351298,194.3171489,5.177819288,19.26675748,88.14217182,0.28350775,634032926
Germany,2008,Wind,37036.17354,48597.87716,8294915908,645740857,1.38567E+14,907201.7084,43539.07731,39921.56803,213294.1115,597893,1,822219183.9,1,17.86632846,181.6420792,292.6887429,5.708876329,78.76195428,18.86026832,0.161955491,997180625.6
Japan,2016,Biomass,61591.58638,8989.185411,4627916153,1008005762,1.71796E+14,287665.9699,97989.59443,65759.18639,557404.5836,569145,0,3343463225,1,18.32364017,2364.284389,281.1647309,13.75744931,76.74123688,69.65641763,0.405896414,435796744.3
France,2000,Wind,37182.66289,1227.86668,5796309684,4281459,9.1506E+13,118719.5333,98030.87904,27784.55649,935098.9867,883303,1,6632285903,0,8.719219063,1352.957031,187.8493622,14.76308066,72.79711587,63.91117602,0.39775267,922911928
France,2022,Hydro,92816.34538,48959.55345,634975347.2,799164006,8.21198E+13,788782.7243,7952.757186,40029.53182,152520.0115,65651,1,7598318683,0,4.977938935,1630.630877,129.1293585,9.221209565,76.05168249,53.56211745,0.152052307,346624918.3
Japan,2017,Hydro,44713.62157,39937.98271,3813639208,1373051594,1.66112E+14,358789.75,7444.458756,90012.55651,57245.5513,171157,1,5907855616,0,37.32618991,2968.853077,115.9006527,11.13991346,4.978186342,52.7619066,0.254783535,416903300.8
Japan,2014,Geothermal,19358.19164,37782.51178,1606295215,504335995,2.7831E+13,949604.6051,98477.56635,50450.89235,422361.2165,993024,1,3315361059,0,33.01006567,737.5952368,179.2050388,11.50699213,62.78970418,65.2374098,0.067376716,282582054.2
Canada,2004,Wind,72411.58131,15018.27819,6096467847,650835948,3.92433E+13,156363.9465,19755.0858,78437.16534,178032.8004,211404,1,3002497356,1,5.021234511,1919.475453,105.194398,4.58825527,76.15900479,24.04987896,0.121260801,143450279.3
Brazil,2009,Solar,1087.245594,30299.41087,4686346730,932729473,1.53962E+14,940709.3322,99651.27087,22056.04941,548844.5153,433483,0,9648434741,0,-6.260385185,1591.171659,253.8341153,13.36375467,64.5151526,79.02994399,0.073254165,114403024.7
Brazil,2015,Hydro,89157.11588,38813.1534,3539832024,783884482,5.24317E+13,535211.7638,49954.82195,84525.87422,382920.9159,534049,0,213808230.6,1,26.95732452,1697.844138,235.0351838,6.603969143,87.61878926,31.66819203,0.139458997,499097201.7
Russia,2017,Solar,42287.85709,23369.26673,2910853422,208027039,1.77665E+14,711518.5219,19128.03047,66066.21852,952003.1588,744729,0,9904569945,0,21.88633019,1019.286582,213.9183466,9.817077038,66.05337326,97.24042106,0.116675195,64490338.71
Germany,2005,Solar,31484.04728,19026.15241,3879186750,605875088,6.99716E+13,898209.5681,76541.97845,22011.57666,391142.2909,277566,1,749174409.8,0,-3.048262003,1465.607973,219.9019943,1.623463757,7.627066717,5.163514571,0.108218438,943564042.1
Brazil,2004,Geothermal,24200.61341,30679.94048,7952421555,16952069,1.99096E+13,673852.3314,17964.95069,75106.58713,51108.55969,993309,0,1883713066,1,33.06082585,933.940291,197.4460382,4.973263236,22.13274955,82.51292918,0.169768934,822633837.9
Canada,2019,Wind,21125.80776,22932.00588,3058277494,215536329,2.90944E+13,14640.69201,66061.66821,65530.38155,785199.2863,568374,0,3264988094,0,11.58094173,2625.360113,151.4001544,2.787612547,69.40395311,51.52749827,0.437217628,129534198.2
France,2004,Wind,84722.34315,28543.59937,3499257122,818270191,3.29997E+13,272460.8043,78303.256,84839.39712,256249.3912,991569,1,1258308970,0,36.64575374,306.2367938,112.159407,0.093709973,29.7352071,33.65077168,0.064585477,414977985.2
France,2011,Geothermal,1852.788228,30015.85856,4128687307,1042479226,1.00435E+14,90864.14692,25827.23537,51508.44718,397269.0333,978458,0,5277801266,0,17.77156407,1317.033211,215.9417467,7.083460187,22.16668349,30.53157305,0.243084102,330658160.9
Canada,2023,Geothermal,96864.63885,38261.41695,961236031.6,920301367,5.61158E+13,24830.55933,24693.64476,88795.10638,474930.8587,849460,1,8032479330,1,29.0744761,825.1974283,200.6033622,2.610713619,64.04662201,94.32635937,0.151494571,719698019.7
Canada,2022,Geothermal,35116.52773,31986.71159,5054198890,1097682814,3.65282E+12,139397.6894,52029.41126,22447.40623,843594.9362,404269,1,9908871743,0,38.12388481,2659.462655,211.9813905,1.228457454,65.2047573,7.351845478,0.436283026,404148111.6
India,2021,Geothermal,71250.57457,29229.47411,6606079723,663571777,1.11803E+12,841892.2968,20572.309,31298.73915,291896.0831,794376,1,521151057.8,1,20.93927279,1858.815503,123.1512656,12.11798324,36.439,46.37928598,0.060384659,987411435.1
China,2000,Wind,91171.2971,12239.41518,6876746726,987437585,7.74364E+13,840126.8068,93546.6761,29873.44985,614841.7419,192775,0,281534515.8,0,17.54560606,747.734977,135.41447,3.826837128,60.41136945,0.345391597,0.418412582,702185670.4
Russia,2002,Solar,44993.26109,25146.84073,571085489.8,435397577,1.44496E+14,318535.9029,38301.60557,23337.88461,812895.0558,196694,0,6737475321,1,39.40738605,2326.292825,180.2271591,13.98668037,1.572918356,66.27466399,0.396399284,490726509.1
Brazil,2013,Wind,1577.986802,664.84413,2494594851,1342298579,2.5071E+13,109005.1749,36927.34172,23145.00579,624919.1571,306378,0,3008189778,0,21.16182853,151.361584,251.5538447,6.702599033,21.77504967,32.25427681,0.113839051,418041476.6
France,2018,Solar,36387.44324,43257.53471,2658409026,729471036,8.55746E+13,167085.2298,68197.78624,93649.21841,172763.111,689924,1,5339039434,1,8.968939861,1355.229063,284.7961391,7.759745989,55.42153941,70.97403206,0.38373705,891079259.7
Japan,2008,Hydro,86583.31845,26019.01672,5278159983,409646419,79642465962,872616.9598,5891.139589,99413.63153,255009.3601,571226,1,6540321329,0,12.42257855,2837.227055,160.5114826,4.472510203,66.37107033,88.61961932,0.230294439,86937162.01
Australia,2003,Biomass,65260.5728,48971.7714,2364936806,685236159,3.92715E+13,948333.8803,88742.11557,86759.66867,294815.7373,239101,1,8724626793,1,26.7864536,1967.1957,151.7161751,12.96645595,44.08421396,24.37961035,0.183042583,80342747.88
USA,2016,Solar,80231.39528,18019.46907,4926187306,662628516,1.89344E+14,377298.9933,36604.48018,21759.4684,690355.7437,976546,0,7010735010,0,19.55197536,1864.550167,165.0547158,1.629207045,47.15794674,16.32963032,0.125888182,987071202.9
China,2004,Biomass,83220.30414,49142.94659,1018262792,1362328023,1.03216E+14,965283.0188,85464.82539,25512.47034,680449.1742,421550,1,7721244601,0,-5.48156216,640.8572506,119.9433163,10.4802455,14.75421208,32.21416614,0.417270982,937703573.7
Canada,2010,Hydro,93117.96153,3607.446766,3289667346,98019944,1.81336E+14,236097.8825,17928.86118,92015.5,378519.6864,62045,1,5432695816,0,17.11961365,792.3005128,147.0654143,14.26842219,77.92000515,50.44222823,0.241774927,114337090.6
Germany,2021,Wind,50112.56212,43313.11366,7910196686,1213271863,1.32491E+14,433163.0606,58890.50358,82722.09429,93205.66359,426505,0,6477269527,1,32.4211323,163.0187727,106.0051272,2.033242224,84.94467079,39.67453011,0.326683761,436774237
Russia,2021,Biomass,72620.62122,30614.20549,1338062338,201790722,1.62251E+14,244843.5618,92265.98262,94637.46161,964791.3745,145724,1,8296033696,1,3.354248232,1534.254374,269.5554523,1.226815329,36.19813359,74.3774551,0.43730898,177375750.7
China,2013,Wind,6055.649786,27585.23744,1882700109,1261733305,1.05399E+14,847426.1495,4962.898936,32552.54269,308818.7592,609089,0,2296733268,1,24.12240184,2454.821209,140.6608226,1.594457466,95.8990576,4.730380966,0.131218402,62085504.8
Brazil,2002,Biomass,28232.46312,23609.60028,3265992211,228364110,1.84354E+14,153103.5253,87039.80029,90209.10076,220744.1356,31171,0,6133847005,1,35.13129614,1505.382065,192.376488,1.721928448,54.7165893,7.321955287,0.428911473,326847519.1
Canada,2002,Wind,56286.23602,2227.73366,9723321127,685981383,4.95685E+13,899852.6177,3249.750443,20681.49218,178032.5369,781256,0,8365980351,0,2.089420091,1300.720974,278.6022801,13.41276013,97.22710535,81.4228104,0.119767891,520726500.9
India,2012,Hydro,52312.39204,23474.53338,5575420988,125189639,1.8966E+14,145191.2399,35941.02796,99912.21381,515556.0319,438933,0,2800987689,0,9.423593572,1178.057241,197.6500479,0.6186199,63.50007316,30.77061586,0.172039045,285051478.3
USA,2011,Hydro,21469.44839,1021.144123,7412586893,415231934,1.057E+14,690484.2634,47541.66203,68839.80929,9632.213062,298602,1,2494097447,0,26.79544474,2745.754774,288.7950016,2.824655381,52.84851668,44.50383935,0.342319429,558189532
Brazil,2008,Geothermal,48425.01788,45391.2557,6047810661,164164540,9.19726E+13,684878.7637,83424.81951,8262.319846,277043.7975,570422,0,74358982.66,1,9.133377128,2029.96728,211.1013557,0.954452494,22.57116878,79.74732096,0.25800226,617873371.2
Australia,2015,Solar,57524.90213,19094.69076,2979810350,1172354049,1.34225E+14,995085.9955,90101.56064,52820.84872,757429.6197,813456,1,4815268633,0,14.63121986,2681.537504,135.4517,13.13363587,68.9493636,64.63479446,0.313696254,500759945.2
Brazil,2011,Solar,25460.77233,17997.21099,801360121.6,1287627478,1.83542E+14,330583.6886,84746.95645,51333.85941,61208.6241,421736,1,138059933.1,1,37.05777644,2054.240591,172.4468646,14.83588044,77.60804271,84.82151865,0.355591229,391832484.5
Australia,2015,Hydro,89130.98016,1410.186416,3925354002,1157273175,1.26003E+14,72325.54548,27309.45656,18460.49925,845893.0333,332601,0,4121700802,0,9.237693868,2398.891012,276.3234746,3.324605327,57.50221567,43.26326714,0.131079066,463963125.8
India,2020,Hydro,84510.208,32024.06241,8407228250,526329797,8.35185E+12,680798.7259,44305.73445,84331.6661,139377.21,882712,0,2091912920,1,35.47234744,1482.609808,174.9169145,5.46643895,45.51673029,31.77983834,0.21529556,403045910.7
China,2011,Geothermal,82925.44921,13888.31114,7032294536,1484129985,6.07684E+13,133315.611,10642.50379,86302.66111,441170.5477,411405,0,3059730746,0,16.76833247,1127.682078,297.7486526,3.730209243,27.16373572,15.00854453,0.476406232,451907862.7
China,2007,Hydro,35047.32527,43191.36906,4221885907,281792137,5.46558E+13,572886.342,93623.52544,1501.712296,158139.306,215387,0,6592597311,0,10.84701799,149.4786869,255.586056,6.479289165,71.63508791,17.83660124,0.345612657,116315910.3
China,2015,Wind,84080.51717,36007.21414,298174926.6,1395772027,9.93075E+13,62721.42877,70706.18485,62975.04013,253938.6027,225962,0,867408638.4,1,2.358830215,1346.678996,292.4296916,13.45657057,83.39913775,79.48557484,0.325441806,166346052.9
Germany,2012,Hydro,17034.75229,38354.06706,6009317737,625709407,2.64331E+13,507624.7583,58130.52393,77941.92897,302752.9738,879901,0,9465728944,0,17.18035984,249.2225152,153.735764,8.895436165,15.38307777,75.27588119,0.418053183,477701901.3
Canada,2007,Geothermal,16908.33475,14440.24128,7935535032,824382343,4.3115E+13,64139.34061,8185.645043,96442.30886,761811.3922,253175,0,102705471.8,0,11.47580776,1885.829294,164.232672,3.203112085,87.88345303,99.65542615,0.271623494,134569351.5
France,2010,Biomass,25059.90775,1433.391841,6039510225,980571994,7.50587E+13,731713.5774,87191.60986,95468.71449,160497.2813,858802,1,9837515849,1,25.21625376,1862.121354,236.8896904,2.437246899,49.25698423,32.33441727,0.213481119,935784963.8
Russia,2022,Wind,84201.27549,27760.1648,9912777572,1294478571,6.6634E+13,990252.1022,33159.20958,17806.95071,301334.7202,824533,1,8915543457,1,26.22681219,2118.298626,269.303115,2.528372889,42.83435963,80.34062549,0.272265605,703634668.4
USA,2014,Solar,89112.98199,43304.7968,2616267493,1112686632,1.19776E+14,232802.15,48959.20597,71329.07666,936800.1085,432256,0,3065755330,0,37.39906066,299.3341509,185.9957974,11.02129776,7.942204369,38.68189596,0.316898057,254445143.4
France,2014,Biomass,23108.13966,29243.00797,6111773587,45002594,1.45657E+14,753859.3759,59774.91577,7823.207463,546486.512,245221,1,4604479386,0,33.49083293,2743.740057,131.0837371,4.657520574,87.9281299,31.47130761,0.146362135,57361951.04
Brazil,2018,Hydro,67246.2885,6980.818054,221727721.1,453423836,2.05413E+13,58439.43461,56608.47467,17610.3516,349780.9614,799927,0,869204411,0,38.01633875,738.143756,157.3837465,1.591749309,80.29329297,55.3942927,0.466987631,601637830.7
France,2009,Wind,81776.58591,30921.25172,3888148722,1437051748,1.30499E+14,433801.0706,36586.95798,44558.49631,855306.1189,915339,1,1096112253,0,17.8370642,1403.85748,125.9593651,4.881257279,41.20284436,98.80814214,0.440937416,780492937.9
Canada,2007,Geothermal,67493.42575,7172.965518,9607710948,150490201,7.6985E+13,724939.5399,15521.09693,49271.13763,407305.6655,337070,0,8877563162,0,12.43845153,1165.216624,190.9017336,0.860761402,58.1883379,98.87942579,0.492582155,378095754.9
USA,2001,Biomass,72834.65644,31130.24132,504694869.9,220510423,1.68051E+14,85949.95514,86571.77687,30346.34806,813733.6051,530058,0,722980002,0,29.97136047,2539.339028,265.6501246,4.254639877,43.84200129,45.39283521,0.317699468,32384071.65
India,2018,Biomass,85703.93551,1860.456727,4019105341,72632568,1.03633E+14,785541.4255,53203.66402,66487.21622,167135.0311,691668,0,8948076243,1,27.26433051,2769.45221,122.3209263,7.825494704,87.33584835,39.80692035,0.231116724,425674724.9
India,2023,Biomass,43844.45286,27589.68636,9096401119,1458887425,1.39189E+13,176820.8816,30013.62054,61537.31375,167284.6506,631173,0,3169184331,1,11.26376267,1191.971741,103.4816296,10.96688963,71.8279911,3.530419034,0.335167149,262916013.6
India,2020,Geothermal,21785.14858,20550.66892,3341577592,1333814296,1.81393E+14,828874.516,39727.85363,55941.82737,947772.5659,799532,1,3608776792,0,7.909678295,2801.585486,104.2356728,11.47082271,95.25952288,93.00833826,0.212787517,127715856.6
Russia,2001,Wind,84376.6798,11959.11076,9080098591,290894850,3.62519E+13,896992.7093,52320.91787,20755.59128,787376.9566,195559,1,7847489240,1,15.06567495,2900.91685,116.4407022,2.312362127,6.688120707,31.73150284,0.429983052,33993892.23
Germany,2008,Biomass,10296.82475,38902.80431,3330397994,38792545,4.15977E+13,5402.746334,8623.974691,53573.0454,295864.1507,838631,0,8972969783,1,25.77501871,1280.431777,141.355262,8.73158951,55.28088862,77.48225894,0.335021225,659046963.6
USA,2011,Hydro,24587.60282,11127.67785,6582881282,958860017,1.51716E+14,581703.6415,86004.1187,94355.90172,29734.32105,58863,1,8138928169,0,-3.454447109,2846.467782,107.7868355,12.56186611,3.686135195,92.30281737,0.261044353,107594688.5
Brazil,2002,Geothermal,46316.92553,37230.78881,9865520118,1072902644,1.34997E+13,638601.8719,70521.36269,68385.83304,346768.0922,634347,1,2820055849,0,0.516828016,335.7689583,218.2635544,4.799572779,69.86812053,56.85572593,0.349333388,14165941.78
USA,2017,Hydro,43940.44052,7839.576874,2328486565,230596358,1.49806E+14,14433.95569,49832.88342,86050.54464,485837.7792,812697,0,2826345076,1,17.87738875,1050.47453,270.8089962,14.13410419,86.11963899,24.83108637,0.33684733,78266840.82
Australia,2009,Solar,25606.69522,19959.07839,2320138534,169399504,5.2364E+13,210798.7197,40759.33311,66287.62893,380598.3836,394329,0,7584759186,0,38.91772193,982.8837994,264.51063,10.85473707,70.72132995,93.50620276,0.454993714,662852165.8
USA,2020,Hydro,8883.530389,28294.359,5448697655,1007322717,1.85767E+14,166880.2166,8605.247818,7886.796673,272836.3052,822598,1,9138730383,0,31.45735763,1372.316462,282.4084917,7.486193888,26.95396517,50.97504594,0.101022342,556645212.2
France,2016,Geothermal,35500.92658,21641.11627,6536709907,1334194993,1.80109E+14,900372.5517,24922.12501,98787.39652,298629.8517,462594,0,8389007906,1,5.023814073,1710.74468,105.0396199,1.939954276,3.483641008,10.7643624,0.39497164,869067208.2
India,2012,Geothermal,81796.1365,34389.36929,5941908626,410334061,1.7695E+14,888488.0205,86306.3211,34294.65788,949378.4527,965166,0,4279206288,0,16.12454892,715.699417,113.7422009,14.72572841,27.8344671,57.46681667,0.229155404,498678608.3
Brazil,2006,Solar,18920.57114,3391.263545,1802571791,51843810,1.80363E+14,10294.90254,90052.94701,38060.23997,427607.348,349433,1,8690687922,0,28.61109975,2034.186256,230.4497557,11.97568834,15.5686998,63.36940244,0.185945977,833241509.3
Japan,2013,Hydro,88491.0892,42941.7824,6432797811,1018925673,6.44439E+12,185988.1618,78168.36623,94157.05914,947393.7995,608200,1,958265903.1,0,31.9746457,2630.30456,186.2233701,0.633269963,38.47399026,37.00490797,0.442744468,291244228
Germany,2006,Hydro,90197.66846,21493.9136,7566212718,37329456,2.79311E+13,766164.8354,80422.71801,67249.22397,506057.4524,716590,0,5665592388,1,6.205661283,1958.576726,283.8102173,4.858548853,46.34167302,95.53881878,0.128182867,726802263
USA,2002,Solar,87519.50339,17209.51414,2903334194,741884520,1.7832E+14,700508.969,28997.06832,85751.51856,56450.95954,476839,1,7305618940,1,-8.378055266,452.9786995,287.8808191,6.35903858,32.14995885,71.13636527,0.211936933,310980724.1
Brazil,2007,Biomass,41400.85022,6130.987712,264452109.9,747732442,5.14979E+13,579392.9927,61950.58951,49923.7811,87504.95455,771649,1,355884385,0,35.03318681,1807.184432,186.3509229,1.189313939,88.01094597,47.55675341,0.11525992,526813905.9
China,2008,Geothermal,57851.51485,8974.167687,3206440785,1399991132,6.11296E+13,890342.3101,51819.14324,71337.45406,328003.2549,516290,0,7202392849,1,1.096850058,325.2901025,284.5370194,2.073655139,62.92824955,79.38771486,0.476806873,838659284.7
India,2018,Biomass,84586.54516,36348.59771,1550547527,13661976,1.36862E+14,906454.9635,47409.56945,81929.02022,484388.562,491259,0,4779502796,0,31.99957686,426.2562415,162.5583855,13.80250772,45.52469528,45.12646161,0.174269214,381220287.5
USA,2019,Solar,72798.40661,20009.73994,3122725698,1053844869,3.71146E+11,877089.9133,41086.97484,72282.41267,461241.2347,62961,0,3719514217,0,30.9532002,1593.260144,262.825335,4.958940122,81.70929379,90.97871078,0.158577236,455504064
India,2000,Wind,49328.19487,39249.15698,7245473466,150092786,1.53731E+14,348211.8449,9574.106103,89324.0594,704675.7324,435990,1,4364720367,1,29.42693571,1030.297955,102.6270691,0.83626532,75.92342142,33.34366035,0.401791954,855090971.7
Russia,2000,Biomass,82302.7575,27680.17907,4276274674,507469710,8.26775E+13,314844.3626,17249.99833,31849.2664,387030.4587,993629,0,9212834719,1,20.27876123,399.2031569,162.947935,5.669908755,12.6103833,16.83212887,0.318973625,143550631.1
USA,2007,Biomass,66878.801,921.9595035,9429076873,1456812712,1.31854E+13,20169.93155,13342.99952,78415.60147,690358.717,131172,1,2534546847,0,9.607210327,431.6264367,209.2058745,11.86903551,12.68258005,25.26246521,0.199830686,879413606.3
